number,datetime,name,address,coordinates,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
4,2024-04-13 13:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",23.2,47,11.3,23.9,0,0.0,996.1,20,20
4,2024-04-13 11:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",20.3,56,11.2,20.5,0,0.0,996.8,20,20
4,2024-04-13 12:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",22.0,53,11.9,22.7,0,0.0,996.7,20,19
4,2024-04-13 13:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",23.2,47,11.3,23.9,0,0.0,996.1,20,18
4,2024-04-13 14:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",24.1,40,9.7,24.4,0,0.0,995.3,20,20
4,2024-04-13 15:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",24.5,38,9.3,23.9,0,0.0,994.6,20,15
4,2024-04-13 16:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",24.6,39,9.7,23.3,0,0.0,993.6,20,19
4,2024-04-13 17:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",25.2,35,8.7,23.0,0,0.0,992.5,20,17
4,2024-04-13 18:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",24.8,41,10.6,23.0,0,0.0,992.4,20,18
4,2024-04-13 19:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",23.2,45,10.7,21.6,0,0.0,992.0,20,17
4,2024-04-13 20:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",21.5,48,10.1,20.5,0,0.0,991.9,20,20
4,2024-04-13 21:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",20.3,52,10.1,20.2,0,0.0,991.9,20,9
4,2024-04-14 00:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",15.8,61,8.2,15.0,0,0.0,992.2,20,10
4,2024-04-14 00:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",15.4,61,7.9,14.4,0,0.0,992.3,20,14
4,2024-04-14 01:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",15.1,65,8.6,14.4,0,0.0,991.9,20,14
4,2024-04-14 03:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",12.2,77,8.3,11.4,0,0.0,990.8,20,14
4,2024-04-14 04:00:00,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,"{'lat': 46.558498, 'lng': 15.64146}",12.6,73,7.9,11.8,0,0.0,990.8,20,14
