number,datetime,name,address,coordinates,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
3,2024-04-13 13:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",23.2,47,11.3,23.8,0,0.0,995.4,20,20
3,2024-04-13 11:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",20.3,56,11.2,20.4,0,0.0,996.1,20,20
3,2024-04-13 12:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",21.9,53,11.9,22.6,0,0.0,996.0,20,18
3,2024-04-13 13:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",23.2,47,11.3,23.8,0,0.0,995.4,20,20
3,2024-04-13 14:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",24.1,40,9.7,24.3,0,0.0,994.6,20,19
3,2024-04-13 15:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",24.5,38,9.3,23.8,0,0.0,993.9,20,20
3,2024-04-13 16:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",24.6,39,9.7,23.3,0,0.0,992.9,20,20
3,2024-04-13 17:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",25.2,35,8.6,23.0,0,0.0,991.8,20,16
3,2024-04-13 18:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",24.7,41,10.6,23.0,0,0.0,991.7,20,20
3,2024-04-13 19:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",23.2,45,10.6,21.6,0,0.0,991.3,20,17
3,2024-04-13 20:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",21.5,48,10.0,20.4,0,0.0,991.2,20,18
3,2024-04-13 21:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",20.3,52,10.1,20.2,0,0.0,991.2,20,20
3,2024-04-14 00:00:00,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,"{'lat': 46.560761, 'lng': 15.64053}",15.7,61,8.2,15.0,0,0.0,991.5,20,19
